"id","date","area","surface_or_claim","evidence","code_truth","risk","recommended_action","status","sources"
"DOB-013","2026-05-12","Device module","The `/device` page can hydrate and run recipes.","Extracted `public/device.html` module script failed `node --check`; live `/device` contains the same broken source-hash and status ternary lines.","The device page module does not parse.","The public demo can fail before registry hydration begins.","Fix module syntax and make module parsing part of `tests/site.test.js`.","open","public/device.html; https://kolm.ai/device"
"DOB-014","2026-05-12","Test coverage","Public script parse tests catch browser runtime regressions.","`tests/site.test.js` skips module scripts and external scripts, so it missed `/device`, `/sdk.js`, versioned SDKs, and `recipe-worker.js`.","The current site test does not cover the shipped browser runtime surface.","Broken browser assets can ship while root tests pass.","Parse module scripts and run `node --check` on external runtime assets.","open","tests/site.test.js"
"DOB-015","2026-05-12","Live parity","Local and deployed browser assets differ enough that local evidence is stale.","Live `/device`, `/sw.js`, `/recipe-worker.js`, and `sdk-current.json` were fetched; the live device/worker assets showed the same broken lines and current SDK pointer as local.","The live site currently mirrors the broken browser runtime enough to treat this as deployed risk.","Prospects can encounter the failure now, not just in local development.","Deploy a fixed browser bundle or temporarily remove runnable-device claims.","open","https://kolm.ai/device; https://kolm.ai/recipe-worker.js; https://kolm.ai/sdk-current.json"
"DOB-016","2026-05-12","Offline cache","After first load, the next visit hits no network.","`public/sdk.js` reads cache but still fetches `/v1/registry/export` first; `public/sw.js` stale-revalidates the registry when cached.","Actual behavior is network-first with cached fallback, plus background revalidation.","The page overstates offline/no-network behavior and can confuse compliance buyers.","Change wording to cached fallback or implement cache-first offline mode with explicit sync.","open","public/sdk.js; public/sw.js; public/device.html"
"DOB-017","2026-05-12","Precache completeness","The PWA install cache includes every runtime dependency.","`PRECACHE` contains `/device`, `/styles.css`, `/sdk.js`, `/v1/registry/export`, and `/manifest.json`, but not `/recipe-worker.js` or `/brand-refresh.css`.","Install-time cache is incomplete for the device page and SDK worker path.","An installed app can be offline while a required worker or stylesheet is missing.","Precache the worker and all device dependencies, then verify offline reload.","open","public/sw.js; public/device.html"
"DOB-018","2026-05-12","Installed app target","Adding `/device` to the home screen opens the device runtime.","`public/device.html` links `/manifest.json`; that manifest has `start_url: '/'`.","The installed PWA start target is the homepage, not `/device`.","The install claim can produce the wrong first screen.","Use a device-specific manifest or set `start_url` to `/device` for this app.","open","public/device.html; public/manifest.json"
"DOB-019","2026-05-12","Offline status UI","`Offline-ready: yes` proves the app can run offline.","The page sets `sOffline` to `yes` when service-worker registration succeeds; it does not verify cache entries or offline reload.","The UI reports registration, not offline readiness.","Users can trust an unverified status indicator.","Check cache completeness and an offline fetch path before showing ready.","open","public/device.html"
"DOB-020","2026-05-12","Network counter","The device page accurately counts network calls.","`sNetwork` is initialized as `0` and set to `1 (registry)` after load; the code does not instrument fetch, worker script loads, CSS, manifest, or SW requests.","The counter is hardcoded status text, not observed telemetry.","The UI can undercount network activity while making no-network claims.","Instrument network activity or remove the counter.","open","public/device.html"
"DOB-021","2026-05-12","Signed registry bundle","The browser trust gate verifies signed public registry metadata.","Live export had no top-level `signature` and no recipe-level `signature`; `/device` falls back to `source_hash` verification when no HMAC is present.","The browser export is hash-checked, not signed as a bundle.","Tamper evidence is weaker than the HMAC trust-root copy implies.","Emit signed registry envelopes or rewrite the trust-gate copy to source-hash verification.","open","public/device.html; https://kolm.ai/v1/registry/export; src/router.js"
"DOB-022","2026-05-12","Browser run receipts","Browser local runs return signed receipts.","`public/sdk.js` constructs a local receipt object with hashes and runtime fields; no HMAC or signature is added, and `verifyReceipt()` posts to `/v1/receipts/verify`.","Browser run receipts are unsigned local metadata.","Audit and compliance language can overstate browser proof.","Call them metadata until signed per-call browser receipts exist.","open","public/sdk.js; src/router.js"
"DOB-023","2026-05-12","Worker isolation","Public recipe source never reaches a main-thread `Function`.","`public/sdk.js` intends worker compilation, but also has a last-resort fallback that compiles `r.meta.source` with `new Function` on the main thread.","Worker isolation is not unconditional even after syntax is fixed.","A missing Worker path can expand the public-source execution boundary.","Disable fallback for untrusted public registry rows or gate it behind explicit unsafe mode.","open","public/sdk.js"
"DOB-024","2026-05-12","Worker lockdown","The browser worker prevents recipe network egress.","`recipe-worker.js` deletes several worker globals, but the worker currently does not parse; timeouts are cooperative within the worker function.","The intended lockdown is not runnable today and is not a full hard sandbox claim.","Network/privacy claims need browser-level proof, not just code comments.","Fix worker, add malicious recipe tests, and document the residual boundary.","open","public/recipe-worker.js"
"DOB-025","2026-05-12","Cross-runtime SDK","The same import works in Deno, Bun, Cloudflare Workers, and browsers.","The device code snippet claims those runtimes; `public/sdk.js` uses browser Worker, `localStorage`, `import.meta.url`, and browser-specific cache behavior, and currently has syntax errors.","The current SDK is browser-oriented and broken before cross-runtime support can be evaluated.","Runtime support claims are too broad.","Split browser SDK from server/edge SDKs and add runtime matrix tests.","open","public/device.html; public/sdk.js"
"DOB-026","2026-05-12","Wrap auth","Browser SDK `wrap()` can authenticate verified calls.","The constructor stores `apiKey`, but `wrap()` builds the auth header from `self.key`; the same block also has corrupted ternary syntax.","Authenticated wrap calls can omit the intended API key even after syntax is fixed.","Verified inference onboarding can fail silently or return auth errors.","Use `self.apiKey`, test wrap auth, and fix syntax.","open","public/sdk.js"
"DOB-027","2026-05-12","Device copy","Every recipe below runs locally, in microseconds, with no network call.","The page uses this phrasing; runtime assets fail syntax checks, worker is broken, and the network counter is not observed telemetry.","The claim is currently false for the shipped browser path.","This can damage trust because the demo itself is the proof asset.","Replace with experimental wording until browser smoke passes.","open","public/device.html; https://kolm.ai/device"
"DOB-028","2026-05-12","Security copy","Runtime is on-device and users run it offline.","`public/security.html` says users run offline and receipts stay on device, while also caveating native offline runtimes as pending contract review.","Security copy mixes a useful narrower caveat with broader offline wording.","Enterprise buyers may read the broader line as shipped local browser/native proof.","Thread the caveat through all security/device pages.","open","public/security.html"
"DOB-029","2026-05-12","Healthcare copy","PHI can stay local with zero inference egress and primary offline mode.","`public/articles/hipaa-on-device.html` includes caveats about validating mature local deployments, but also lists inference egress as `0 bytes` and offline mode as primary.","The article is partially caveated but still stronger than current browser/native proof.","Regulated buyers need implementation evidence, not aspirational architecture.","Label healthcare runtime as target architecture until browser/native proof is complete.","open","public/articles/hipaa-on-device.html"
"DOB-030","2026-05-12","Whitepaper contract","RS-1 artifacts run on commodity devices with no network and offline verification.","`public/whitepaper.html` has a v0.1 implementation-status caveat for model/adapter/index, but also states portability and offline operation as RS-1 goals.","The spec narrative is ahead of the current browser SDK and native runtime proof.","Spec language can be read as shipped guarantee rather than target contract.","Separate normative future contract from v0.1 implementation status in public pages.","open","public/whitepaper.html"
